"","Date","Location","loc_temp","Taxon","Sample_ID","Body_Length_cm","Weight_g","Size_cat","Time_sec","Distance_cm","Acclim_temp","test","Temp","end_time_s","Notes","X","movement","speed","temp_range"
"161","19-Jun-25","Kobbefjord",38,"wolf_spider","K19-WS37",NA,NA,NA,5.48,19,NA,"",NA,"","acclimated at hot","","yes",3.46715328467153,"35-40"
"162","19-Jun-25","Kobbefjord",37.2,"wolf_spider","K19-WS38",NA,NA,NA,4.07,25,NA,"",NA,"","acclimated at hot","","yes",6.14250614250614,"35-40"
"163","19-Jun-25","Kobbefjord",37.7,"wolf_spider","K19-WS39",NA,NA,NA,1.13,25,NA,"",NA,"","acclimated at hot","","yes",22.1238938053097,"35-40"
"164","19-Jun-25","Kobbefjord",38.2,"wolf_spider","K19-WS40",NA,NA,NA,2.5,25,NA,"",NA,"","acclimated at hot","","yes",10,"35-40"
"165","19-Jun-25","Kobbefjord",37.7,"wolf_spider","K19-WS41",NA,NA,NA,2.51,25,NA,"",NA,"","acclimated at hot","","yes",9.9601593625498,"35-40"
"166","19-Jun-25","Kobbefjord",45.3,"wolf_spider","K19-WS42",NA,NA,NA,2.64,25,NA,"",NA,"","acclimated at hot","","yes",9.46969696969697,"45-50"
"167","19-Jun-25","Kobbefjord",45.8,"wolf_spider","K19-WS43",NA,NA,NA,2.12,25,NA,"",NA,"","acclimated at hot","","yes",11.7924528301887,"45-50"
"168","19-Jun-25","Kobbefjord",46.9,"wolf_spider","K19-WS44",NA,NA,NA,4.35,25,NA,"",NA,"","acclimated at hot","","yes",5.74712643678161,"45-50"
"169","19-Jun-25","Kobbefjord",48,"wolf_spider","K19-WS45",NA,NA,NA,4.16,25,NA,"",NA,"","acclimated at hot","","yes",6.00961538461538,"45-50"
"170","19-Jun-25","Kobbefjord",48.3,"wolf_spider","K19-WS46",NA,NA,NA,3.36,25,NA,"",NA,"","acclimated at hot","","yes",7.44047619047619,"45-50"
"171","18-Jun-25","Kobbefjord",3.6,"carabid","K18-C1",NA,NA,NA,24.44,25,NA,"",NA,"","","","yes",1.02291325695581,"0-5"
"172","18-Jun-25","Kobbefjord",2.7,"carabid","K18-C2",NA,NA,NA,16,25,NA,"",NA,"","","","yes",1.5625,"0-5"
"173","18-Jun-25","Kobbefjord",3.1,"carabid","K18-C3",NA,NA,NA,13.59,25,NA,"",NA,"","","","yes",1.83958793230316,"0-5"
"174","18-Jun-25","Kobbefjord",3.1,"carabid","K18-C4",NA,NA,NA,17.78,25,NA,"",NA,"","","","yes",1.40607424071991,"0-5"
"175","18-Jun-25","Kobbefjord",3.6,"carabid","K18-C5",NA,NA,NA,27.8,23,NA,"",NA,"","","","yes",0.827338129496403,"0-5"
"176","18-Jun-25","Kobbefjord",2.8,"carabid","K18-C6",NA,NA,NA,NA,0,NA,"",NA,"","fail","","no",NA,"0-5"
"177","18-Jun-25","Kobbefjord",3.8,"carabid","K18-C7",NA,NA,NA,19.68,25,NA,"",NA,"","","","yes",1.27032520325203,"0-5"
"178","18-Jun-25","Kobbefjord",3.3,"carabid","K18-C8",NA,NA,NA,NA,0,NA,"",NA,"","fail","","no",NA,"0-5"
"179","28-Jun-25","Zackenberg",13.2,"mosquito","Z628-M1",NA,0.0018,"S",1.72,6,13,"HKDT",37,"334","female, indivs made to fly on a chamber on a glass wall length 32cm","","yes",3.48837209302326,"10-15"
"180","28-Jun-25","Zackenberg",13.4,"mosquito","Z628-M2",NA,0.0016,"S",4.4,19,13,"HKDT",37,"556","","","yes",4.31818181818182,"10-15"
"181","28-Jun-25","Zackenberg",13.2,"mosquito","Z628-M3",NA,0.0015,"S",2.75,11,13,"HKDT",37,"255","","","yes",4,"10-15"
"182","28-Jun-25","Zackenberg",13.3,"mosquito","Z628-M4",NA,0.0016,"S",2.5,32,13,"HKDT",37,"390","","","yes",12.8,"10-15"
"183","28-Jun-25","Zackenberg",13.3,"mosquito","Z628-M5",NA,0.0022,"S",4.52,32,13,"HKDT",37,"312","","","yes",7.07964601769912,"10-15"
"184","28-Jun-25","Zackenberg",13.3,"mosquito","Z628-M6",NA,0.0013,"S",4.27,29,13,"HKDT",37,"370","","","yes",6.79156908665105,"10-15"
"185","28-Jun-25","Zackenberg",13.2,"mosquito","Z628-M7",NA,0.0025,"S",1,22,13,"HKDT",38,"1345","","","yes",22,"10-15"
"186","28-Jun-25","Zackenberg",24.8,"mosquito","Z628-M8",NA,NA,NA,0.5,4,13,"HKDT",35,"1035"," at 30cm chamber, female","maybe replacement individuals, data might not be good","yes",8,"20-25"
"187","28-Jun-25","Zackenberg",24.3,"mosquito","Z628-M9",NA,NA,NA,2,4,13,"HKDT",35,"558","0.0016-wgt of replacement","","yes",2,"20-25"
"188","28-Jun-25","Zackenberg",24.8,"mosquito","Z628-M10",NA,NA,NA,3.81,17,13,"HKDT",35,"161","female, .0013","","yes",4.46194225721785,"20-25"
"189","28-Jun-25","Zackenberg",24.2,"mosquito","Z628-M11",NA,NA,NA,0.87,30,13,"HKDT",35,"156","0.0011","","yes",34.4827586206897,"20-25"
"190","28-Jun-25","Zackenberg",24.2,"mosquito","Z628-M12",NA,0.0029,"S",3.29,22,13,"HKDT",35,"1010","","","yes",6.68693009118541,"20-25"
"191","28-Jun-25","Zackenberg",24.7,"mosquito","Z628-M13",NA,NA,NA,0.5,22,13,"HKDT",35,"627","0.0017","","yes",44,"20-25"
"192","28-Jun-25","Zackenberg",24.6,"mosquito","Z628-M14",NA,NA,NA,2.83,30,13,"HKDT",35,"276","0.0018","","yes",10.6007067137809,"20-25"
"193","28-Jun-25","Zackenberg",NA,"mosquito","Z628-M15",NA,NA,NA,NA,NA,NA,"",NA,"","male, escaped","",NA,NA,NA
"194","28-Jun-25","Zackenberg",34.6,"mosquito","Z628-M16",NA,NA,NA,NA,NA,NA,"",NA,"","escaped","",NA,NA,"30-35"
"195","28-Jun-25","Zackenberg",34.6,"mosquito","Z628-M17",NA,NA,NA,NA,0,NA,"",NA,"","female,fail","","no",NA,"30-35"
"196","28-Jun-25","Zackenberg",33.1,"mosquito","Z628-M18",NA,0.004,"S",1.06,30,15.3,"",NA,"","female","","yes",28.3018867924528,"30-35"
"197","28-Jun-25","Zackenberg",33.2,"mosquito","Z628-M19",NA,0.0023,"S",NA,0,15.3,"",NA,"","female, fail","","no",NA,"30-35"
"198","28-Jun-25","Zackenberg",34.7,"mosquito","Z628-M20",NA,NA,NA,0.9,30,NA,"",NA,"","female","","yes",33.3333333333333,"30-35"
"199","28-Jun-25","Zackenberg",34.3,"mosquito","Z628-M21",NA,0.0109,"S",NA,0,NA,"",NA,"","female, fail","","no",NA,"30-35"
"200","28-Jun-25","Zackenberg",33.2,"mosquito","Z628-M22",NA,0.0078,"S",0.5,30,15.3,"",NA,"","female","","yes",60,"30-35"
"201","29-Jun-25","Zackenberg",15.2,"muscids","Z629-U16",NA,NA,NA,NA,0,NA,"",NA,"","fail","","no",NA,"15-20"
"202","29-Jun-25","Zackenberg",15.3,"muscids","Z629-U17",NA,0.0017,"S",5.44,2,5.7,"HKDT",38,"120","","","yes",0.367647058823529,"15-20"
"203","29-Jun-25","Zackenberg",14.9,"muscids","Z629-U18",NA,0.0108,"S",49.12,7,15.3,"HKDT",38,">3600","","","yes",0.142508143322476,"10-15"
"204","29-Jun-25","Zackenberg",15.1,"muscids","Z629-U19",NA,0.0099,"S",51.45,7,15.3,"HKDT",38,">3600","","","yes",0.136054421768707,"15-20"
"205","29-Jun-25","Zackenberg",15.1,"muscids","Z629-U20",NA,0.0075,"S",8.12,2,5.7,"HKDT",38,"842","recovered after 1 hr","","yes",0.246305418719212,"15-20"
"206","29-Jun-25","Zackenberg",14.9,"muscids","Z629-U21",NA,0.0075,"S",NA,0,5.7,"HKDT",38,"211","fail","","no",NA,"10-15"
"207","29-Jun-25","Zackenberg",15,"muscids","Z629-U22",NA,0.0083,"S",4.8,2,15.3,"HKDT",38,">3600","","","yes",0.416666666666667,"15-20"
"208","29-Jun-25","Zackenberg",15.2,"muscids","Z629-U26",NA,0.0077,"S",6,3,5.7,"HKDT",38,"270","did not recover after 1 hr","","yes",0.5,"15-20"
"209","29-Jun-25","Zackenberg",15.2,"muscids","Z629-U27",NA,0.0226,"S",14.98,10,15.3,"HKDT",38,"1440","did not recover after 1 hr","","yes",0.667556742323097,"15-20"
"210","29-Jun-25","Zackenberg",15.3,"muscids","Z629-U28",NA,0.0253,"S",24.53,5.5,5.7,"HKDT",38,"401","recovered after 1 hr","","yes",0.224215246636771,"15-20"
"211","29-Jun-25","Zackenberg",NA,"chironomids","Z629-C1",NA,NA,NA,NA,NA,NA,"Ctmax",36.6,"","","",NA,NA,NA
"212","29-Jun-25","Zackenberg",NA,"chironomids","Z629-C2",NA,NA,NA,NA,NA,NA,"Ctmax",35,"","","",NA,NA,NA
"213","29-Jun-25","Zackenberg",NA,"chironomids","Z629-C3",NA,NA,NA,NA,NA,NA,"Ctmax",35,"","","",NA,NA,NA
"214","29-Jun-25","Zackenberg",NA,"empids","Z629-E23",NA,NA,NA,NA,NA,NA,"Ctmax",37,"","","",NA,NA,NA
"215","29-Jun-25","Zackenberg",NA,"empids","Z629-E24",NA,NA,NA,NA,NA,NA,"Ctmax",37.5,"","","",NA,NA,NA
"216","29-Jun-25","Zackenberg",NA,"empids","Z629-E25",NA,NA,NA,NA,NA,NA,"Ctmax",37,"","","",NA,NA,NA
"217","29-Jun-25","Zackenberg",NA,"craneflies","Z629-D1",NA,0.0324,"S",NA,NA,NA,"Ctmax",37,"","","",NA,NA,NA
"218","29-Jun-25","Zackenberg",NA,"craneflies","Z629-D2",NA,0.0331,"S",NA,NA,NA,"Ctmax",37,"","","",NA,NA,NA
"219","29-Jun-25","Zackenberg",NA,"craneflies","Z629-D3",NA,0.0383,"S",NA,NA,NA,"Ctmax",36,"","","",NA,NA,NA
"220","29-Jun-25","Zackenberg",NA,"craneflies","Z629-D4",NA,0.0184,"S",NA,NA,NA,"Ctmax",36,"","","",NA,NA,NA
"221","30-Jun-25","Zackenberg",15.6,"wolf_spider","Z630-S17",NA,0.0171,"S",5.57,25,15.7,"HKDT",38,">1200","","","yes",4.48833034111311,"15-20"
"222","30-Jun-25","Zackenberg",15.6,"wolf_spider","Z630-S45",NA,0.0103,"S",8.26,25,15.7,"HKDT",38,">1200","","","yes",3.02663438256659,"15-20"
"223","30-Jun-25","Zackenberg",15.6,"wolf_spider","Z630-S44",NA,0.0078,"S",10.1,25,15.7,"HKDT",38,">1200","","","yes",2.47524752475248,"15-20"
"224","30-Jun-25","Zackenberg",15.6,"wolf_spider","Z630-S33",NA,0.0075,"S",11.06,19,15.7,"HKDT",38,">1200","","","yes",1.71790235081374,"15-20"
"225","30-Jun-25","Zackenberg",15.6,"wolf_spider","Z630-S11",NA,0.0056,"S",15.1,25,15.7,"HKDT",38,">1200","start and stop, missing a leg","","yes",1.65562913907285,"15-20"
"226","30-Jun-25","Zackenberg",15.7,"wolf_spider","Z630-S25",NA,0.0112,"S",3.41,25,15.7,"HKDT",38,">1200","","","yes",7.33137829912023,"15-20"
"227","30-Jun-25","Zackenberg",15.4,"wolf_spider","Z630-S28",NA,0.0117,"S",NA,0,15.7,"HKDT",38,">1200","fail, weak, leg missing","","no",NA,"15-20"
"228","30-Jun-25","Zackenberg",15.4,"wolf_spider","Z630-S14",NA,0.0109,"S",6,25,15.7,"HKDT",38,">1200","","","yes",4.16666666666667,"15-20"
"229","30-Jun-25","Zackenberg",NA,"empids","Z630-E38",NA,0.0103,"S",NA,NA,5.7,"HKDT",37,"278","","",NA,NA,NA
"230","30-Jun-25","Zackenberg",NA,"empids","Z630-E32",NA,0.0065,"S",NA,NA,5.7,"HKDT",NA,"140","","",NA,NA,NA
"231","30-Jun-25","Zackenberg",NA,"empids","Z630-E53",NA,0.0088,"S",NA,NA,5.7,"HKDT",NA,">1200","","",NA,NA,NA
"232","30-Jun-25","Zackenberg",NA,"empids","Z630-E41",NA,0.0044,"S",NA,NA,5.7,"HKDT",NA,"161","","",NA,NA,NA
"233","30-Jun-25","Zackenberg",NA,"empids","Z630-E47",NA,0.0061,"S",NA,NA,5.7,"HKDT",NA,"328","","",NA,NA,NA
"234","30-Jun-25","Zackenberg",NA,"empids","Z630-E43",NA,0.0059,"S",NA,NA,5.7,"HKDT",NA,"292","","",NA,NA,NA
"235","30-Jun-25","Zackenberg",NA,"empids","Z630-E46",NA,0.0038,"S",NA,NA,5.7,"HKDT",NA,"163","","",NA,NA,NA
"236","30-Jun-25","Zackenberg",NA,"empids","Z630-E07",NA,0.0041,"S",NA,NA,5.7,"HKDT",NA,"344","","",NA,NA,NA
"237","30-Jun-25","Zackenberg",NA,"empids","Z630-E40",NA,0.0047,"S",NA,NA,5.7,"HKDT",NA,"293","","",NA,NA,NA
"238","30-Jun-25","Zackenberg",NA,"empids","Z630-E35",NA,0.0041,"S",NA,NA,5.7,"HKDT",NA,"300","","",NA,NA,NA
"239","30-Jun-25","Zackenberg",NA,"empids","Z630-E13",NA,0.0074,"S",NA,NA,15.7,"HKDT",NA,"584","","",NA,NA,NA
"240","30-Jun-25","Zackenberg",NA,"empids","Z630-E34",NA,0.0036,"S",NA,NA,15.7,"HKDT",NA,"305","","",NA,NA,NA
"241","30-Jun-25","Zackenberg",NA,"empids","Z630-E42",NA,0.0037,"S",NA,NA,15.7,"HKDT",NA,"280","","",NA,NA,NA
"242","30-Jun-25","Zackenberg",NA,"empids","Z630-E37",NA,0.0047,"S",NA,NA,15.7,"HKDT",NA,"493","","",NA,NA,NA
"243","30-Jun-25","Zackenberg",NA,"empids","Z630-E50",NA,0.01,"S",NA,NA,15.7,"HKDT",NA,"231","","",NA,NA,NA
"244","30-Jun-25","Zackenberg",NA,"empids","Z630-16",NA,0.0041,"S",NA,NA,15.7,"HKDT",NA,"120","","",NA,NA,NA
"245","30-Jun-25","Zackenberg",NA,"empids","Z630-E8",NA,0.005,"S",NA,NA,15.7,"HKDT",NA,"194","","",NA,NA,NA
"246","30-Jun-25","Zackenberg",NA,"empids","Z630-E10",NA,0.0046,"S",NA,NA,15.7,"HKDT",NA,"266","","",NA,NA,NA
"247","30-Jun-25","Zackenberg",NA,"parasitic_wasp","Z630-W29",NA,0.0249,"S",NA,NA,NA,"Ctmax",NA,"","","",NA,NA,NA
"248","30-Jun-25","Zackenberg",NA,"parasitic_fly","Z630-F15",NA,0.0536,"L",NA,NA,NA,"Ctmax",NA,"","","",NA,NA,NA
"249","30-Jun-25","Zackenberg",NA,"empids","Z630-E49",NA,0.0095,"S",NA,NA,NA,"Ctmax",NA,"","","",NA,NA,NA
"250","30-Jun-25","Zackenberg",NA,"parasitic_wasp","Z630-W49",NA,0.0251,"S",NA,NA,NA,"Ctmax",NA,"","","",NA,NA,NA
"251","30-Jun-25","Zackenberg",NA,"parasitic_wasp","Z630-W30",NA,0.0064,"S",NA,NA,NA,"Ctmax",NA,"","","",NA,NA,NA
"252","8-Jul-25","Zackenberg",17.9,"wolf_spider","Z708-S27",NA,0.0077,"S",9.07,19,18,"HKDT",45,"1805","","","yes",2.09481808158765,"15-20"
"253","8-Jul-25","Zackenberg",18.3,"wolf_spider","Z708-S01",NA,NA,NA,6.77,25,18,"HKDT",45,"596","","","yes",3.69276218611521,"15-20"
"254","8-Jul-25","Zackenberg",18.4,"wolf_spider","Z708-S24",NA,0.0195,"S",5.51,25,18,"HKDT",45,"1726","","","yes",4.53720508166969,"15-20"
"255","8-Jul-25","Zackenberg",18.8,"wolf_spider","Z708-S06",NA,0.0277,"S",11.62,25,18,"HKDT",45,"616","","","yes",2.15146299483649,"15-20"
"256","8-Jul-25","Zackenberg",18.7,"wolf_spider","Z708-S18",NA,0.0087,"S",3.03,25,18,"HKDT",45,"1638","captured on 01-Jul, fed with water prior to experiment","","yes",8.25082508250825,"15-20"
"257","8-Jul-25","Zackenberg",18.7,"wolf_spider","Z708-S19",NA,0.007,"S",10.82,25,18,"HKDT",45,"235","captured on 01-Jul, fed with water prior to experiment","","yes",2.31053604436229,"15-20"
"258","8-Jul-25","Zackenberg",18.7,"wolf_spider","Z708-S53",NA,0.0174,"S",7.78,25,18,"HKDT",45,"155","captured on 01-Jul, fed with water prior to experiment","","yes",3.2133676092545,"15-20"
"259","8-Jul-25","Zackenberg",18.7,"wolf_spider","Z708-S28",NA,0.0106,"S",5.25,11,18,"HKDT",45,"687","captured on 01-Jul, fed with water prior to experiment","","yes",2.0952380952381,"15-20"
"260","8-Jul-25","Zackenberg",0.1,"wolf_spider","Z708-S30",NA,0.0112,"S",9.51,2,3.1,"HKDT",45,"346","captured on 01-Jul, fed with water prior to experiment","","yes",0.210304942166141,"0-5"
"261","8-Jul-25","Zackenberg",NA,"wolf_spider","Z708-S41",NA,NA,NA,NA,NA,NA,"",NA,"","captured on 01-Jul, fed with water prior to experiment, died prior to experiment in chamber","",NA,NA,NA
"262","8-Jul-25","Zackenberg",0.2,"wolf_spider","Z708-S13",NA,0.0136,"S",49.52,19,3.1,"HKDT",45,"","captured on 01-Jul, fed with water prior to experiment","","yes",0.383683360258481,"0-5"
"263","8-Jul-25","Zackenberg",NA,"wolf_spider","Z708-S70",NA,NA,NA,NA,NA,NA,"",NA,"","captured on 01-Jul, fed with water prior to experiment, died prior to experiment in chamber","",NA,NA,NA
"264","8-Jul-25","Zackenberg",0.1,"wolf_spider","Z708-S35",NA,0.0058,"S",2.96,2,3.1,"HKDT",45,"60","captured on 01-Jul, fed with water prior to experiment","","yes",0.675675675675676,"0-5"
"265","8-Jul-25","Zackenberg",0.2,"wolf_spider","Z708-S03",NA,0.0104,"S",10.49,2,3.1,"HKDT",45,">1800","","","yes",0.190657769304099,"0-5"
"266","8-Jul-25","Zackenberg",0.1,"wolf_spider","Z708-S23",NA,0.0287,"S",14.1,2,3.1,"HKDT",45,"373","","","yes",0.141843971631206,"0-5"
"267","8-Jul-25","Zackenberg",0,"wolf_spider","Z708-S12",NA,0.0251,"S",16.99,2,3.1,"HKDT",45,"212","","","yes",0.117716303708064,"0-5"
"268","8-Jul-25","Zackenberg",0.1,"wolf_spider","Z708-S05",NA,0.018,"S",13.67,2,3.1,"HKDT",45,"202","","","yes",0.146305779078274,"0-5"
"269","8-Jul-25","Zackenberg",0.6,"wolf_spider","Z708-S21",NA,0.0087,"S",10.37,2,3.1,"HKDT",45,"182","","","yes",0.192864030858245,"0-5"
"270","8-Jul-25","Zackenberg",35.2,"wolf_spider","Z708-S52",NA,0.0127,"S",3.99,25,30,"HKDT",45,"444","captured on 01-Jul, fed with water prior to experiment","","yes",6.265664160401,"35-40"
"271","8-Jul-25","Zackenberg",35.2,"wolf_spider","Z708-S08",NA,0.0132,"S",7.51,25,NA,"",NA,"","captured on 01-Jul, fed with water prior to experiment","","yes",3.3288948069241,"35-40"
"272","8-Jul-25","Zackenberg",35.2,"wolf_spider","Z708-S71",NA,0.0117,"S",3.74,25,30,"HKDT",45,"59","captured on 01-Jul, fed with water prior to experiment","","yes",6.68449197860962,"35-40"
"273","8-Jul-25","Zackenberg",35.1,"wolf_spider","Z708-S20",NA,0.0151,"S",7.03,25,NA,"",NA,"","","","yes",3.55618776671408,"35-40"
"274","8-Jul-25","Zackenberg",34.4,"wolf_spider","Z708-S26",NA,0.0502,"L",11.13,25,30,"HKDT",45,"157","","","yes",2.24618149146451,"30-35"
"275","8-Jul-25","Zackenberg",35.7,"wolf_spider","Z708-S15",NA,NA,NA,11.7,25,NA,"",NA,"","escaped","","yes",2.13675213675214,"35-40"
"276","8-Jul-25","Zackenberg",35,"wolf_spider","Z708-S49",NA,0.0128,"S",10.08,25,NA,"",NA,"","escaped","","yes",2.48015873015873,"35-40"
"277","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S01",NA,0.0107,"S",NA,18,NA,"HKDT",38,"1200","","","yes",NA,NA
"278","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S02",NA,0.01,"S",NA,18,NA,"HKDT",38,"836","","","yes",NA,NA
"279","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S03",NA,0.0157,"S",NA,18,NA,"HKDT",38,"1701","","","yes",NA,NA
"280","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S04",NA,0.009,"S",NA,18,NA,"HKDT",38,"1740","","","yes",NA,NA
"281","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S05",NA,0.013,"S",NA,30,NA,"HKDT",38,"1225","","","yes",NA,NA
"282","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S06",NA,0.0235,"S",NA,30,NA,"HKDT",38,"1050","","","yes",NA,NA
"283","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S07",NA,0.0406,"L",NA,30,NA,"HKDT",38,"738","","","yes",NA,NA
"284","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S08",NA,0.0118,"S",NA,30,NA,"HKDT",38,"1225","","","yes",NA,NA
"285","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S09",NA,0.0189,"S",NA,30,NA,"HKDT",38,">1800","","","yes",NA,NA
"286","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S10",NA,0.0812,"L",NA,3.1,NA,"HKDT",38,"1359","","","yes",NA,NA
"287","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S11",NA,0.0229,"S",NA,3.1,NA,"HKDT",38,"1440","","","yes",NA,NA
"288","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S12",NA,0.0135,"S",NA,3.1,NA,"HKDT",38,"1445","","","yes",NA,NA
"289","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S13",NA,0.0695,"L",NA,3.1,NA,"HKDT",38,"1047","","","yes",NA,NA
"290","8-Jul-25","Zackenberg",NA,"craneflies","Z708-S14",NA,0.0228,"S",NA,3.1,NA,"HKDT",38,"1451","","","yes",NA,NA
"291","9-Jul-25","Zackenberg",14.8,"sympistis_larva","Z709-L01",NA,0.0315,"S",15.01,9,NA,"Ctmax",38.9,"","","","yes",0.599600266489007,"10-15"
"292","9-Jul-25","Zackenberg",14.8,"sympistis_larva","Z709-L02",NA,0.0661,"L",76,10.5,NA,"Ctmax",38,"","","","yes",0.138157894736842,"10-15"
"293","9-Jul-25","Zackenberg",13.5,"wooly_moth","Z709-W3",NA,0.398,"L",173,25,NA,"Ctmax",48,"","","","yes",0.144508670520231,"10-15"
"294","9-Jul-25","Zackenberg",14.1,"wooly_moth","Z709-W2",NA,0.0892,"L",261,12,NA,"Ctmax",42,"","","","yes",0.0459770114942529,"10-15"
"295","9-Jul-25","Zackenberg",14.2,"wooly_moth","Z709-W1",NA,0.0495,"L",370,25,NA,"Ctmax",42.9,"","","","yes",0.0675675675675676,"10-15"
"296","11-Jul-25","Zackenberg",6.9,"muscids","Z709-M70",NA,0.0057,"S",NA,0,15.1,"",NA,"","","","no",NA,"5-10"
"297","10-Jul-25","Zackenberg",6.6,"muscids","Z709-M49",NA,NA,NA,31.17,11,NA,"",NA,"","dead accidentally squished","","yes",0.352903432787937,"5-10"
"298","10-Jul-25","Zackenberg",3.9,"muscids","Z709-M75",NA,0.0116,"S",17.58,3,3.1,"HKDT",37,"120","","","yes",0.170648464163823,"0-5"
"299","10-Jul-25","Zackenberg",1.2,"muscids","Z709-M16",NA,0.003,"S",13.1,3,NA,"",NA,"","","","yes",0.229007633587786,"0-5"
"300","10-Jul-25","Zackenberg",7.6,"muscids","Z709-M11",NA,0.0043,"S",NA,0,NA,"",NA,"","","","no",NA,"5-10"
"301","10-Jul-25","Zackenberg",5.5,"muscids","Z709-M10",NA,0.0096,"S",NA,0,NA,"",NA,"","","","no",NA,"5-10"
"302","10-Jul-25","Zackenberg",3.6,"wolf_spider","Z709-S112",NA,0.0234,"S",6.63,9,3.1,"HKDT",45,"180","","","yes",1.35746606334842,"0-5"
"303","10-Jul-25","Zackenberg",4.9,"wolf_spider","Z709-S102",NA,0.0037,"S",3.7,18,15.1,"HKDT",37,"73","","","yes",4.86486486486486,"0-5"
"304","10-Jul-25","Zackenberg",6.1,"wolf_spider","Z709-S107",NA,0.0059,"S",11.35,25,3.1,"HKDT",45,"201","","","yes",2.20264317180617,"5-10"
"305","10-Jul-25","Zackenberg",5.6,"wolf_spider","Z709-S108",NA,0.0142,"S",24.77,25,NA,"",NA,"","","","yes",1.00928542591845,"5-10"
"306","10-Jul-25","Zackenberg",5.6,"wolf_spider","Z709-S105",NA,NA,NA,21.26,25,NA,"",NA,"","escaped","","yes",1.17591721542803,"5-10"
"307","10-Jul-25","Zackenberg",21.3,"muscids","Z709-M120",NA,0.0044,"S",29.04,13.5,15.1,"HKDT",37,"90","walked horizontally","","yes",0.464876033057851,"20-25"
"308","10-Jul-25","Zackenberg",22.4,"muscids","Z709-M48",NA,0.0037,"S",18.63,16,NA,"",NA,"","walked horizontally","","yes",0.858829844337091,"20-25"
"309","10-Jul-25","Zackenberg",21.8,"muscids","Z709-M03",NA,0.0038,"S",13.31,13,15.1,"HKDT",37,"90","walked horizontally","","yes",0.976709241172051,"20-25"
"310","10-Jul-25","Zackenberg",21.8,"muscids","Z709-M05",NA,0.0054,"S",19.09,19,NA,"",NA,"","walked horizontally","","yes",0.995285489785228,"20-25"
"311","10-Jul-25","Zackenberg",21.7,"muscids","Z709-M35",NA,0.0056,"S",3.93,3,NA,"",NA,"","walked horizontally","","yes",0.763358778625954,"20-25"
"312","10-Jul-25","Zackenberg",21.4,"muscids","Z709-M36",NA,0.0067,"S",4.49,8,15.1,"HKDT",37,"145","walked horizontally","","yes",1.78173719376392,"20-25"
"313","10-Jul-25","Zackenberg",21.2,"muscids","Z709-M25",NA,0.0139,"S",0.81,3,NA,"",NA,"","walked horizontally","","yes",3.7037037037037,"20-25"
"314","10-Jul-25","Zackenberg",3.8,"muscids","Z709-M04",NA,0.0093,"S",35.33,7.5,NA,"",NA,"","","","yes",0.212284177752618,"0-5"
"315","10-Jul-25","Zackenberg",5.3,"muscids","Z709-M18",NA,0.0047,"S",NA,0,NA,"",NA,"","","","no",NA,"5-10"
"316","10-Jul-25","Zackenberg",3.1,"muscids","Z709-M84",NA,0.0105,"S",74.35,21,NA,"",NA,"","","","yes",0.282447881640888,"0-5"
"317","10-Jul-25","Zackenberg",3.6,"muscids","Z709-M45",NA,0.017,"S",4.67,3,3.1,"HKDT",37,"1560","","","yes",0.642398286937901,"0-5"
"318","10-Jul-25","Zackenberg",28.9,"muscids","Z709-M130",NA,0.0097,"S",14.74,5.5,3.1,"HKDT",37,">1800","","","yes",0.373134328358209,"25-30"
"319","10-Jul-25","Zackenberg",29,"muscids","Z709-M12",NA,NA,NA,3.42,3,NA,"",NA,"","","","yes",0.87719298245614,"25-30"
"320","10-Jul-25","Zackenberg",28.7,"muscids","Z709-M24",NA,0.0045,"S",4.67,9,30,"HKDT",37,"243","","","yes",1.9271948608137,"25-30"
"321","10-Jul-25","Zackenberg",29.1,"muscids","Z709-131",NA,NA,NA,13.05,20,NA,"",NA,"","","","yes",1.53256704980843,"25-30"
"322","10-Jul-25","Zackenberg",30.7,"muscids","Z709-M17",NA,0.0136,"S",11.77,20,3.1,"HKDT",37,"120","","","yes",1.69923534409516,"30-35"
"323","10-Jul-25","Zackenberg",39.3,"muscids","Z709-M73",NA,0.0116,"S",13.99,20,15.1,"HKDT",37,"60","","","yes",1.42959256611866,"35-40"
"324","10-Jul-25","Zackenberg",38.9,"muscids","Z709-M41",NA,NA,NA,17.21,20,30,"HKDT",37,"221","","","yes",1.16211504938989,"35-40"
"325","10-Jul-25","Zackenberg",38.4,"muscids","Z709-M79",NA,0.009,"S",NA,0,NA,"",NA,"","","","no",NA,"35-40"
"326","10-Jul-25","Zackenberg",38.9,"muscids","Z709-M85",NA,0.0213,"S",7.48,9,NA,"",NA,"","","","yes",1.20320855614973,"35-40"
